tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Whose Line Is It Anyway?,7,1,Show No. 7001,"Jan 17, 2005",7.9,44,"Games played: Superheroes, Film Dub, Infomercial, Party Quirks, Greatest Hits, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,2,Show No. 7002,"Jan 17, 2005",7.7,45,"Games played: Let's Make a Date, Two Line Vocabulary, Film Dub, Sound Effects, Show Stopping Number, Themed Restaurant.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,3,Show No. 7003,"Jan 24, 2005",7.5,44,"Games played: Award Show, Press Conference, Infomercial, Sound Effects, Irish Drinking Song, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,4,Show No. 7004,"Jan 24, 2005",7.4,44,"Games played: Weird Newscasters, Duet, Whose Line, Greatest Hits, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,5,Show No. 7005,"Jan 31, 2005",7.8,42,"Games played: Song Titles, Two Line Vocabulary, Duet, Action Replay, Greatest Hits, Doo-Wop.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,6,Show No. 711,"Jan 31, 2005",7.7,40,"Games played: Let's Make A Date, Whose Line, Dead Bodies, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,7,Show No. 7007,"Feb 7, 2005",8.1,40,"Games played: Superheroes, If You Know What I Mean, All In One Voice, Film Dub, Sound Effects, Scenes From A Hat, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,8,Show No. 7008,"Feb 7, 2005",7.6,30,"Games played: Let's Make A Date, Film Theatre and TV Styles, Doo-Wop, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,9,Show No. 7009,"Feb 14, 2005",7.5,32,"Games played: Let's Make A Date, Whose Line, Scenes From A Hat, Song Titles, Doo-Wop, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,10,Show No. 7010,"Feb 14, 2005",7.2,40,"Games played: Hollywood Director, Scenes From A Hat, African Chant, Sound Effects, Fashion Models.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,11,Show No. 7011,"Feb 21, 2005",7.3,41,"Games played: Superheroes, Hey You Down There, Hollywood Director, Two Line Vocabulary, Scene To Rap, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,12,Show No. 7012,"Feb 21, 2005",7.4,40,"Games played: Let's Make A Date, Sound Effects, Motown Group, Helping Hands, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,13,Show No. 7013,"Feb 28, 2005",8.0,25,"Games played: Hollywood Director, Three-Headed Broadway Star, Scenes From A Hat, Helping Hands, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,14,Show No. 7014,"Mar 7, 2005",8.1,43,"Games played: Number of Words, Duet, Infomercial, Scenes From A Hat, Bartender, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,15,Show No. 7015,"Mar 14, 2005",7.4,41,"Games played: Questionable Impressions, Duet, Sound Effects, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,16,Show No. 7016,"Mar 21, 2005",8.2,23,"Games played: Let's Make A Date, Really Bad Hangover, Scenes From A Hat, Film Dub, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,17,Show No. 7017,"Mar 28, 2005",7.6,41,"Games played: Hollywood Director, Dubbing, Scenes From A Hat, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,18,Show No. 7018,"Apr 4, 2005",7.3,38,"Games played: Hollywood Director, Remote Control, Song Styles, Sound Effects, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,19,Show No. 7019,"Apr 11, 2005",7.5,38,"Games played: Hollywood Director, Newsflash, Party Quirks, Bartender, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,20,Show No. 7020,"Apr 18, 2005",7.4,29,"Games played: Number of Words, Scenes From A Hat, Dubbing, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,21,Show No. 7021,"Apr 25, 2005",7.5,30,"Games played: Let's Make A Date, Duet, Bartender, Party Quirks, Irish Drinking Song, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,22,Show No. 7022,"May 2, 2005",7.6,41,"Games played: Let's Make A Date, Motown Group, Narrate, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,23,Show No. 7023,"May 9, 2005",7.6,38,"Games played: Weird Newscasters, Number of Words, Action Replay, Living Scenery, Show-Stopping Number, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,24,Show No. 7024,"May 16, 2005",8.0,22,"Games played: Hollywood Director, Motown Group, Sound Effects, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,7,25,Show No. 7025,"May 19, 2005",7.8,38,"Games played: Questions Only, Sound Effects, Weird Newscasters, Scenes From A Hat, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,1,Show No. 8001,"Oct 3, 2005",7.7,43,"Games played: Fashion Models, Let's Make A Date, Narrate, Film Dub, Film Theatre and TV Styles, Hey You Down There, Props, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,2,Show No. 8002,"Oct 10, 2005",7.8,32,"Games played: Weird Newscasters, Title Sequence, Scenes From A Hat, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,3,Show No. 8003,"Oct 17, 2005",7.8,34,"Games played: Questions Only, Sound Effects, Song Styles, Sportscasters, Props, Daytime Talk Show, Hoedown, Stand Sit and Bend.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,4,Show No. 8004,"Nov 7, 2005",7.4,35,"Games played: Let's Make A Date, Fashion Models, Props, Scene To Rap, Party Quirks, Hoedown, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,5,Show No. 8005,"Nov 21, 2005",7.5,43,"Games played: Let's Make A Date, Sound Effects, Two Line Vocabulary, Party Quirks, Themed Restaurant.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,6,Show No. 8006,"Dec 12, 2005",8.0,43,"Games played: Questions With Wigs, Duet, Sound Effects, Scenes From A Hat, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,7,Show No. 8007,"Mar 20, 2006",7.3,40,"Games include Fashion Models, Film, TV, and Theater Styles, Scene to Rap, Old Job, New Job, Narrate, Hats and Hoedown",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,8,Show No. 8008,"Mar 21, 2006",7.5,37,"Games include Daytime Talk Show, Sound Effects, Scene to Rap, Ice Skaters, Improbable Mission, Dead Bodies and Questions Only.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,9,Show No. 8009,"Mar 22, 2006",7.2,42,"Games include Superheros, Scene to Music, Song Styles, Newsflash, Stand Sit Bend, Foreign Film Dub, and Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,10,Show No. 8010,"Mar 23, 2006",7.4,39,"Games include Awards Show, Newsflash, Irish Drinking Song, Hats, Film Dub, Greatest Hits, and World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,11,Show No. 8011,"Mar 24, 2006",7.3,37,"Games include Questions Only, Secret, Duet, Backwards Scene, Party Quirks, Daytime Talk Show and Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,12,Show No. 8012,"Nov 6, 2006",7.4,36,"Games include Fashion Models, Number of Words, Doo Wop, Scenes from a Hat, Party Quirks, Bartender, Quick Change, and Reading the Credits.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,13,Show No. 8013,"Nov 7, 2006",7.5,39,"Games include Weird Newscasters, Song Styles, Narrate, Props, Greatest Hits, and Dead Bodies.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,14,Show No. 8014,"Nov 8, 2006",7.3,37,"Games include Daytime Talk Show, Film, TV, and Theater Styles, Song Styles, Newsflash, Props, Sports Commentators, Sportscasters, and 90-Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,15,Show No. 8015,"Nov 9, 2006",7.2,39,"Games include Let's Make a Date, Film, TV, and Theater Styles, Weird Newscasters, Secret, Newsflash, and Scene to Rap.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,16,Show No. 8016,"Nov 10, 2006",8.2,49,"Games include Superheroes, Sound Effects, Props, Hey You Down There, Daytime Talk Show, Scene to Rap and Hats.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,17,Show No. 8017,"Dec 4, 2007",8.3,32,"Games played: Let's Make A Date, Whose Line, Props, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,18,Show No. 8018,"Dec 13, 2007",8.3,20,"Games played: Hollywood Director, Whose Line, Two Line Vocabulary, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,19,Show No. 8019,"Dec 14, 2007",8.4,27,"Games played: Questions Only, Film Theatre and TV Styles, Song Styles, Props, Game Show, Hats, Scene To Rap.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,20,Show No. 8020,"Dec 15, 2007",8.4,25,"Games played: Let's Make A Date, Film Theatre and TV Styles, Game Show, Shopping From Home, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,8,21,Show No. 8021,"Dec 15, 2007",7.7,26,"Games played: Superheroes, Sound Effects, Film Theatre and TV Styles, Let's Make A Date, Number of Words, Moving People, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
